Datetime,open,high,low,close,volume
2022-08-16 09:30:00-04:00,935.0,938.0,929.5700073242188,930.9000244140625,1675241
2022-08-16 09:35:00-04:00,930.89501953125,944.0,930.1110229492188,942.0,1393147
2022-08-16 09:40:00-04:00,941.9500122070312,943.9600219726562,939.02001953125,939.7000122070312,964701
2022-08-16 09:45:00-04:00,939.3900146484375,941.8798828125,931.3200073242188,931.9199829101562,875055
2022-08-16 09:50:00-04:00,932.0,933.0800170898438,928.031005859375,929.6799926757812,930856
2022-08-16 09:55:00-04:00,929.5700073242188,933.8225708007812,928.1400146484375,932.030029296875,569490
2022-08-16 10:00:00-04:00,932.030029296875,933.1099853515625,924.4000244140625,924.7655029296875,743388
2022-08-16 10:05:00-04:00,924.8599853515625,926.5698852539062,922.6599731445312,924.8217163085938,584770
2022-08-16 10:10:00-04:00,924.8098754882812,926.8212890625,923.739990234375,924.5972290039062,404741
2022-08-16 10:15:00-04:00,924.6599731445312,924.6699829101562,919.2703247070312,921.3825073242188,723901
2022-08-16 10:20:00-04:00,921.1423950195312,921.7000122070312,919.5006103515625,920.7999877929688,434327
2022-08-16 10:25:00-04:00,920.9498901367188,920.9498901367188,912.8800048828125,913.1900024414062,764161
2022-08-16 10:30:00-04:00,913.322998046875,913.322998046875,908.6500244140625,909.7409057617188,711148
2022-08-16 10:35:00-04:00,909.9000244140625,912.9699096679688,909.0900268554688,911.6373901367188,460898
2022-08-16 10:40:00-04:00,911.6680908203125,917.1854248046875,910.130126953125,916.1434936523438,636906
2022-08-16 10:45:00-04:00,916.260009765625,919.5900268554688,915.0399780273438,918.7899780273438,541325
2022-08-16 10:50:00-04:00,918.8078002929688,922.0,917.989990234375,918.8322143554688,542429
2022-08-16 10:55:00-04:00,918.9014892578125,920.0,915.9450073242188,916.1300048828125,373226
2022-08-16 11:00:00-04:00,916.0800170898438,919.46142578125,915.9000244140625,916.1099853515625,322863
2022-08-16 11:05:00-04:00,916.1099853515625,920.72998046875,915.8599853515625,919.0599975585938,353007
2022-08-16 11:10:00-04:00,919.0100708007812,924.8699951171875,919.0100708007812,923.1649780273438,517706
2022-08-16 11:15:00-04:00,923.219970703125,926.760009765625,922.9000244140625,926.3826293945312,454544
2022-08-16 11:20:00-04:00,926.4500122070312,926.4500122070312,922.3770751953125,923.142822265625,288581
2022-08-16 11:25:00-04:00,923.0,926.4000244140625,922.1199951171875,926.4000244140625,263151
2022-08-16 11:30:00-04:00,925.9000244140625,929.4099731445312,925.1500244140625,927.6265258789062,471627
2022-08-16 11:35:00-04:00,927.6599731445312,929.9000244140625,927.02001953125,929.1550903320312,307597
2022-08-16 11:40:00-04:00,929.1649780273438,929.9000244140625,927.6300048828125,928.0999755859375,212322
2022-08-16 11:45:00-04:00,928.4205932617188,929.9000244140625,927.0499877929688,928.3167724609375,329675
2022-08-16 11:50:00-04:00,928.22998046875,928.8400268554688,926.0501098632812,928.6500244140625,295306
2022-08-16 11:55:00-04:00,928.2999877929688,929.8400268554688,927.280029296875,927.7100219726562,193656
2022-08-16 12:00:00-04:00,927.8599853515625,932.2672729492188,927.6199951171875,930.0,441067
2022-08-16 12:05:00-04:00,929.8800048828125,931.7999877929688,928.1300048828125,928.4832763671875,250359
2022-08-16 12:10:00-04:00,928.2999877929688,929.2015991210938,926.5599975585938,928.4749755859375,256836
2022-08-16 12:15:00-04:00,928.2249755859375,930.8200073242188,928.2009887695312,930.2000122070312,186203
2022-08-16 12:20:00-04:00,930.2000122070312,930.2000122070312,926.8101196289062,927.989990234375,163184
2022-08-16 12:25:00-04:00,927.719970703125,928.169921875,923.5164794921875,923.5164794921875,275681
2022-08-16 12:30:00-04:00,923.760009765625,924.780029296875,923.0303955078125,923.7666015625,221392
2022-08-16 12:35:00-04:00,923.780029296875,924.7000122070312,922.4199829101562,923.010009765625,171228
2022-08-16 12:40:00-04:00,923.2559814453125,923.75,920.0800170898438,920.2999877929688,224056
2022-08-16 12:45:00-04:00,920.239990234375,921.7999877929688,920.0800170898438,920.77587890625,198571
2022-08-16 12:50:00-04:00,920.909912109375,923.8499755859375,920.2999877929688,922.5,252977
2022-08-16 12:55:00-04:00,922.5599975585938,923.5499877929688,922.010009765625,922.47998046875,145395
2022-08-16 13:00:00-04:00,922.6174926757812,925.6455078125,922.4099731445312,925.1950073242188,245939
2022-08-16 13:05:00-04:00,925.0850219726562,925.969970703125,924.5,925.856201171875,140658
2022-08-16 13:10:00-04:00,925.9299926757812,926.0,924.5350952148438,925.3350219726562,116785
2022-08-16 13:15:00-04:00,925.239990234375,927.5050048828125,925.0900268554688,927.0,176326
2022-08-16 13:20:00-04:00,926.969970703125,927.0599975585938,926.0,927.0,110753
2022-08-16 13:25:00-04:00,927.1500244140625,927.9099731445312,926.5,926.5900268554688,157207
2022-08-16 13:30:00-04:00,926.52001953125,927.5999755859375,925.5999755859375,926.5540771484375,157061
2022-08-16 13:35:00-04:00,926.260009765625,928.2899780273438,926.1497802734375,926.8250122070312,183318
2022-08-16 13:40:00-04:00,926.6900024414062,927.0,923.010009765625,923.6268920898438,255335
2022-08-16 13:45:00-04:00,923.8300170898438,924.2335205078125,922.2000122070312,923.01171875,151394
2022-08-16 13:50:00-04:00,923.08837890625,924.8400268554688,923.0,924.780029296875,131938
2022-08-16 13:55:00-04:00,924.5999755859375,925.239990234375,923.3099975585938,924.489990234375,133693
2022-08-16 14:00:00-04:00,924.72998046875,925.5999755859375,923.3900146484375,924.989990234375,154172
2022-08-16 14:05:00-04:00,924.8800048828125,929.9299926757812,924.8800048828125,929.8099975585938,383696
2022-08-16 14:10:00-04:00,929.9299926757812,932.75,929.3300170898438,932.4099731445312,382098
2022-08-16 14:15:00-04:00,932.3049926757812,934.4498901367188,931.1699829101562,931.7841186523438,307472
2022-08-16 14:20:00-04:00,931.6900024414062,933.260009765625,929.610107421875,930.2949829101562,279790
2022-08-16 14:25:00-04:00,930.1699829101562,930.8499755859375,926.27001953125,927.3515014648438,232114
2022-08-16 14:30:00-04:00,927.530029296875,927.6900024414062,924.8200073242188,925.1099853515625,186438
2022-08-16 14:35:00-04:00,925.22998046875,925.8099975585938,920.0,921.217529296875,414776
2022-08-16 14:40:00-04:00,921.276123046875,921.6798706054688,917.1900024414062,918.9141235351562,427597
2022-08-16 14:45:00-04:00,918.6199951171875,918.6500244140625,915.6699829101562,917.5150146484375,330165
2022-08-16 14:50:00-04:00,917.6177978515625,918.9567260742188,916.4000244140625,917.5983276367188,281825
2022-08-16 14:55:00-04:00,917.4299926757812,921.0,917.0499877929688,919.3385009765625,324293
2022-08-16 15:00:00-04:00,919.0,919.8798828125,915.02001953125,915.3200073242188,323228
2022-08-16 15:05:00-04:00,915.2249755859375,918.75,915.010009765625,917.2000122070312,231507
2022-08-16 15:10:00-04:00,916.7999877929688,917.8400268554688,915.8452758789062,916.6370849609375,177362
2022-08-16 15:15:00-04:00,916.635009765625,918.2100219726562,915.489990234375,917.989990234375,189739
2022-08-16 15:20:00-04:00,918.0999755859375,919.43359375,916.5,919.3900146484375,211229
2022-08-16 15:25:00-04:00,919.4000244140625,921.5,918.9000244140625,919.3181762695312,277629
2022-08-16 15:30:00-04:00,919.4000244140625,920.9500122070312,919.1099853515625,920.219970703125,162730
2022-08-16 15:35:00-04:00,920.0999755859375,920.5700073242188,918.77001953125,918.77001953125,128593
2022-08-16 15:40:00-04:00,918.905029296875,922.1400146484375,918.72998046875,920.1599731445312,319568
2022-08-16 15:45:00-04:00,920.4500122070312,922.3599853515625,919.7449951171875,921.5150146484375,249997
2022-08-16 15:50:00-04:00,921.5850219726562,922.2999877929688,920.1300048828125,920.6854858398438,234940
2022-08-16 15:55:00-04:00,920.6199951171875,921.0198974609375,919.5800170898438,919.719970703125,409718
2022-08-17 09:30:00-04:00,910.1900024414062,914.489990234375,905.510009765625,913.1099853515625,1409167
2022-08-17 09:35:00-04:00,912.0499877929688,917.3449096679688,912.0001220703125,913.1300048828125,544756
2022-08-17 09:40:00-04:00,913.40380859375,913.4191284179688,905.2000122070312,907.1500244140625,615069
2022-08-17 09:45:00-04:00,907.0,911.8865966796875,905.5999755859375,908.3099975585938,480211
2022-08-17 09:50:00-04:00,908.556396484375,914.409912109375,904.27001953125,912.4616088867188,827799
2022-08-17 09:55:00-04:00,912.1807250976562,914.8499755859375,911.2200927734375,912.6199951171875,394802
2022-08-17 10:00:00-04:00,912.4197998046875,912.8400268554688,908.3599853515625,909.7100219726562,285556
2022-08-17 10:05:00-04:00,910.0,913.4600219726562,908.0599975585938,909.0,298776
2022-08-17 10:10:00-04:00,908.8599853515625,910.2299194335938,902.2999877929688,903.6849975585938,614039
2022-08-17 10:15:00-04:00,903.5700073242188,904.6500244140625,902.1099853515625,903.4802856445312,355735
2022-08-17 10:20:00-04:00,903.7144775390625,907.3298950195312,903.6500244140625,904.2689819335938,283988
2022-08-17 10:25:00-04:00,904.3499755859375,905.510009765625,903.0800170898438,903.8099975585938,209794
2022-08-17 10:30:00-04:00,903.7150268554688,904.510009765625,901.2000122070312,902.094970703125,347807
2022-08-17 10:35:00-04:00,902.39990234375,902.6524047851562,900.0999755859375,902.54248046875,434976
2022-08-17 10:40:00-04:00,902.364990234375,906.5,902.1701049804688,904.65478515625,335082
2022-08-17 10:45:00-04:00,904.5700073242188,907.9400024414062,903.97998046875,904.0,262549
2022-08-17 10:50:00-04:00,903.8101196289062,904.2354736328125,901.3599853515625,902.2899780273438,221491
2022-08-17 10:55:00-04:00,902.0900268554688,904.3400268554688,901.4600219726562,902.389892578125,195244
2022-08-17 11:00:00-04:00,902.2249755859375,906.72998046875,902.2249755859375,905.9700927734375,275902
2022-08-17 11:05:00-04:00,906.044677734375,909.2999877929688,904.4788818359375,907.6900024414062,336373
2022-08-17 11:10:00-04:00,907.5399780273438,912.0,907.2100219726562,909.5443725585938,341861
2022-08-17 11:15:00-04:00,909.4545288085938,911.9500122070312,907.1599731445312,910.739990234375,310697
2022-08-17 11:20:00-04:00,911.0399780273438,911.9099731445312,909.4299926757812,911.0,178755
2022-08-17 11:25:00-04:00,911.280029296875,911.280029296875,907.97998046875,908.7899780273438,153396
2022-08-17 11:30:00-04:00,908.9500122070312,910.6900024414062,907.0,907.25,190640
2022-08-17 11:35:00-04:00,907.010009765625,907.9500122070312,906.259521484375,907.35498046875,135995
2022-08-17 11:40:00-04:00,907.909912109375,908.9609985351562,905.9299926757812,906.3900146484375,162092
2022-08-17 11:45:00-04:00,906.5,906.97998046875,905.219970703125,905.7623901367188,111458
2022-08-17 11:50:00-04:00,905.780029296875,907.219970703125,905.0900268554688,906.75,150317
2022-08-17 11:55:00-04:00,906.7700805664062,907.6644897460938,905.25,906.2202758789062,122439
2022-08-17 12:00:00-04:00,906.0599975585938,906.8739013671875,905.5,906.5399780273438,82911
2022-08-17 12:05:00-04:00,906.4899291992188,909.4199829101562,906.3499755859375,907.030029296875,223964
2022-08-17 12:10:00-04:00,907.1362915039062,907.1950073242188,905.0900268554688,905.8840942382812,119542
2022-08-17 12:15:00-04:00,905.9791259765625,907.3499145507812,905.5999755859375,906.8499755859375,89419
2022-08-17 12:20:00-04:00,907.02001953125,909.52001953125,906.594970703125,909.4199829101562,132845
2022-08-17 12:25:00-04:00,909.52001953125,910.5,907.780029296875,910.1599731445312,142610
2022-08-17 12:30:00-04:00,910.0,911.5,909.3499755859375,911.1199951171875,156658
2022-08-17 12:35:00-04:00,911.0217895507812,914.9400024414062,910.5700073242188,913.38232421875,371236
2022-08-17 12:40:00-04:00,913.2100219726562,915.9998779296875,912.5900268554688,913.5499877929688,249443
2022-08-17 12:45:00-04:00,913.77001953125,915.7000122070312,912.8499755859375,913.3900146484375,181789
2022-08-17 12:50:00-04:00,913.2100219726562,914.5451049804688,912.4000244140625,913.6900024414062,132048
2022-08-17 12:55:00-04:00,913.68701171875,914.0,912.260009765625,912.63037109375,99857
2022-08-17 13:00:00-04:00,913.0349731445312,914.0999755859375,910.5601196289062,912.3535766601562,165123
2022-08-17 13:05:00-04:00,912.3300170898438,913.530029296875,911.52001953125,911.87841796875,110682
2022-08-17 13:10:00-04:00,912.01123046875,913.6500244140625,912.01123046875,913.5999145507812,95880
2022-08-17 13:15:00-04:00,913.4600219726562,916.5697021484375,913.3400268554688,914.22998046875,291269
2022-08-17 13:20:00-04:00,914.22998046875,915.760009765625,913.6179809570312,913.7559814453125,114614
2022-08-17 13:25:00-04:00,913.953125,917.5,913.6400146484375,916.8947143554688,229083
2022-08-17 13:30:00-04:00,917.030029296875,919.0899047851562,916.260009765625,916.9400024414062,275064
2022-08-17 13:35:00-04:00,917.0947265625,917.0947265625,915.5800170898438,916.4400024414062,120648
2022-08-17 13:40:00-04:00,916.3300170898438,918.8200073242188,916.3300170898438,917.3599853515625,188377
2022-08-17 13:45:00-04:00,917.7000122070312,918.4299926757812,917.1900024414062,917.431396484375,106818
2022-08-17 13:50:00-04:00,917.5449829101562,919.0900268554688,917.2000122070312,917.26123046875,164254
2022-08-17 13:55:00-04:00,917.5,918.1699829101562,915.510009765625,916.6500244140625,139381
2022-08-17 14:00:00-04:00,916.2000122070312,924.7999877929688,914.3140869140625,920.9650268554688,719643
2022-08-17 14:05:00-04:00,920.969970703125,925.780029296875,918.469970703125,923.7510986328125,517666
2022-08-17 14:10:00-04:00,923.530029296875,925.9099731445312,922.1099853515625,925.9099731445312,350617
2022-08-17 14:15:00-04:00,925.8800048828125,927.0399780273438,923.5800170898438,924.02001953125,411778
2022-08-17 14:20:00-04:00,924.1099853515625,924.7000122070312,920.5399780273438,922.3847045898438,316719
2022-08-17 14:25:00-04:00,922.3300170898438,924.2489013671875,921.030029296875,923.155029296875,196469
2022-08-17 14:30:00-04:00,923.1749877929688,926.1099853515625,921.8400268554688,925.2999877929688,309419
2022-08-17 14:35:00-04:00,925.344970703125,928.969970703125,925.1915283203125,928.7449951171875,479240
2022-08-17 14:40:00-04:00,928.7999877929688,928.9199829101562,926.0001220703125,926.6265258789062,301011
2022-08-17 14:45:00-04:00,926.9299926757812,927.6900024414062,924.2716064453125,925.4099731445312,208882
2022-08-17 14:50:00-04:00,925.219970703125,926.0,923.219970703125,923.6300048828125,204182
2022-08-17 14:55:00-04:00,923.5800170898438,925.510009765625,921.8900146484375,922.5631713867188,252994
2022-08-17 15:00:00-04:00,922.5499877929688,925.22998046875,922.2700805664062,924.5900268554688,177369
2022-08-17 15:05:00-04:00,924.5850219726562,925.75,920.0599975585938,920.635009765625,291959
2022-08-17 15:10:00-04:00,920.510009765625,921.1500244140625,913.6300048828125,915.0399780273438,545176
2022-08-17 15:15:00-04:00,915.3300170898438,915.55078125,912.0999755859375,912.2449951171875,306801
2022-08-17 15:20:00-04:00,912.0999755859375,913.7576904296875,910.010009765625,913.3046875,326077
2022-08-17 15:25:00-04:00,913.2000122070312,914.4199829101562,911.3507080078125,912.930419921875,198125
2022-08-17 15:30:00-04:00,912.8200073242188,912.9500122070312,909.75,909.9099731445312,285405
2022-08-17 15:35:00-04:00,910.0684814453125,912.5,909.75,910.9299926757812,190554
2022-08-17 15:40:00-04:00,910.6849975585938,912.4600219726562,909.840087890625,911.22998046875,232847
2022-08-17 15:45:00-04:00,911.239990234375,912.0,910.0499877929688,910.9400024414062,235587
2022-08-17 15:50:00-04:00,911.2899780273438,915.0,910.5501098632812,912.3800048828125,352430
2022-08-17 15:55:00-04:00,912.4879150390625,912.77001953125,910.9299926757812,911.9349975585938,337956
2022-08-18 09:30:00-04:00,918.0,918.4000244140625,908.110107421875,909.3499755859375,1126186
2022-08-18 09:35:00-04:00,909.4398803710938,916.6644897460938,909.0,915.6500244140625,510494
2022-08-18 09:40:00-04:00,915.8200073242188,917.6199951171875,910.9400024414062,917.02001953125,479874
2022-08-18 09:45:00-04:00,917.2100219726562,918.0,910.8800048828125,910.8800048828125,466249
2022-08-18 09:50:00-04:00,910.9282836914062,914.4598999023438,910.030029296875,910.22998046875,357774
2022-08-18 09:55:00-04:00,910.3099975585938,912.8599853515625,909.0700073242188,909.9998779296875,317436
2022-08-18 10:00:00-04:00,909.530029296875,909.6400146484375,905.5599975585938,907.3099975585938,407241
2022-08-18 10:05:00-04:00,907.5250244140625,910.889892578125,906.5,910.8399047851562,308606
2022-08-18 10:10:00-04:00,910.8399047851562,910.8399047851562,907.5,909.369873046875,218653
2022-08-18 10:15:00-04:00,909.1799926757812,910.8599853515625,907.739990234375,909.8900146484375,211167
2022-08-18 10:20:00-04:00,909.5916748046875,914.3640747070312,909.5,913.0399780273438,390629
2022-08-18 10:25:00-04:00,912.8900146484375,914.7899780273438,911.5100708007812,912.7301025390625,296566
2022-08-18 10:30:00-04:00,912.989990234375,913.9500122070312,909.5001220703125,911.344970703125,265598
2022-08-18 10:35:00-04:00,911.3599853515625,913.75,910.3099975585938,913.5100708007812,195558
2022-08-18 10:40:00-04:00,913.655029296875,916.77001953125,912.9099731445312,914.8701171875,379193
2022-08-18 10:45:00-04:00,915.2100219726562,917.8298950195312,914.7999877929688,917.3499755859375,326962
2022-08-18 10:50:00-04:00,917.22998046875,918.119873046875,914.9400024414062,915.9600219726562,230135
2022-08-18 10:55:00-04:00,915.97998046875,916.7299194335938,914.489990234375,916.169921875,154814
2022-08-18 11:00:00-04:00,916.1799926757812,919.4000244140625,914.0599975585938,915.0800170898438,439379
2022-08-18 11:05:00-04:00,915.010009765625,915.6099243164062,913.2501220703125,914.8231811523438,188854
2022-08-18 11:10:00-04:00,915.0,916.7996215820312,914.5,916.506103515625,179573
2022-08-18 11:15:00-04:00,916.4537963867188,917.8200073242188,915.2501220703125,915.89990234375,204186
2022-08-18 11:20:00-04:00,915.8403930664062,917.2650146484375,914.2000732421875,917.2650146484375,160907
2022-08-18 11:25:00-04:00,917.1901245117188,917.8399047851562,915.5599975585938,916.5999755859375,152366
2022-08-18 11:30:00-04:00,917.0,919.5,916.3599853515625,917.8189086914062,309122
2022-08-18 11:35:00-04:00,917.8800048828125,918.6798706054688,916.9400024414062,917.0300903320312,165967
2022-08-18 11:40:00-04:00,917.1599731445312,917.9598999023438,915.2600708007812,916.6898803710938,147861
2022-08-18 11:45:00-04:00,916.4600219726562,917.6799926757812,915.5599975585938,917.21728515625,122185
2022-08-18 11:50:00-04:00,917.4498901367188,917.969970703125,916.1300048828125,916.55419921875,100652
2022-08-18 11:55:00-04:00,916.5599975585938,918.5,915.8900146484375,915.9500122070312,189109
2022-08-18 12:00:00-04:00,916.1400146484375,917.1998901367188,915.4299926757812,917.169921875,120916
2022-08-18 12:05:00-04:00,917.2000122070312,917.4000244140625,915.760009765625,916.0899047851562,91253
2022-08-18 12:10:00-04:00,915.840087890625,916.5,915.0399780273438,915.8693237304688,81996
2022-08-18 12:15:00-04:00,915.9000244140625,917.1199951171875,915.52001953125,916.3399047851562,76051
2022-08-18 12:20:00-04:00,916.3198852539062,916.3499755859375,911.0001220703125,911.39990234375,313373
2022-08-18 12:25:00-04:00,911.2999267578125,913.1998901367188,910.8900146484375,913.0001220703125,158997
2022-08-18 12:30:00-04:00,913.0999755859375,913.5,911.9600219726562,912.5759887695312,95986
2022-08-18 12:35:00-04:00,912.8834228515625,912.8834228515625,910.9199829101562,911.2899780273438,161930
2022-08-18 12:40:00-04:00,911.1090087890625,911.7697143554688,908.5712280273438,908.625,267936
